probe_id,matched_peak,distance_bp,within_threshold
cg03012726,,44738,False
cg02691362,,25775,False
cg09056181,,12640,False
cg06993703,,10252,False
cg07789132,,5617,False
cg01070209,BRCA_145740,1713,True
cg06637774,,85988,False
cg10549986,,6220,False
cg11216064,,39733,False
cg08214192,BRCA_48929,308,True
cg04016621,,3071,False
cg00163372,,7875,False
cg06056929,,25460,False
cg11006960,,2248,False
cg01765152,BRCA_104848,214,True
cg00512917,,2458,False
cg01166876,,44368,False
cg10203211,,10060,False
cg01124132,,3618,False
cg10886442,,9430,False
cg02441747,,24490,False
cg00674304,,14183,False
cg05301252,,3964,False
cg03047059,,8893,False
cg00022900,,12513,False
cg06211893,,7095,False
cg06510438,BRCA_185009,133,True
cg05457730,,3377,False
cg08542181,,36937,False
cg01031032,,8092,False
cg05368740,BRCA_194094,488,True
cg05977002,,33990,False
cg09627874,,8497,False
cg05474726,,4759,False
cg07691152,,18314,False
cg03607855,BRCA_21218,728,True
cg08101739,,3909,False
cg05983315,BRCA_197687,3,True
cg01200264,BRCA_156451,233,True
cg06257454,,6800,False
cg02971581,BRCA_1386,1776,True
cg00436476,BRCA_69432,244,True
cg08180025,,4934,False
cg08318212,,25081,False
cg11610925,,1190682,False
cg09994356,,10485,False
cg03401357,,2739,False
cg08778805,,22120,False
cg04142864,,38425,False
cg07398614,,5217,False
cg04011995,,3254,False
cg08015388,,17079,False
cg03926906,,13233,False
cg11667451,BRCA_201016,1901,True
cg07540103,,3260,False
cg02611507,,7747,False
cg07035503,,2359,False
cg06104859,,7814,False
cg09260089,,812493,False
cg07059402,BRCA_210188,1605,True
cg03885271,,65043,False
cg09535960,,24625,False
cg08526074,,17199,False
cg10566121,,19674,False
cg01913970,,3259,False
cg04400533,,8046,False
cg05700339,BRCA_185072,256,True
cg03048083,BRCA_177200,378,True
cg05241828,,653046,False
cg00501542,,10629,False
cg07285673,,19763,False
cg07197585,BRCA_8179,320,True
cg01763692,BRCA_54953,1488,True
cg06729532,BRCA_191723,180,True
cg03127334,,13793,False
cg04498913,,2624,False
cg03609960,,4436,False
cg02959939,,1145033,False
cg03449660,BRCA_43558,92,True
cg04136610,BRCA_57717,24,True
cg07691306,,5483,False
cg05391318,,5391,False
cg11176493,,2662,False
cg11287647,,8912,False
cg00384539,,32131,False
cg02427230,BRCA_193003,535,True
cg01428589,,4400,False
cg02944123,,49749,False
cg05741937,BRCA_144449,198,True
cg06846010,BRCA_168520,1374,True
cg09957864,,653065,False
cg09646983,BRCA_80371,949,True
cg06785999,,5229,False
cg01067151,BRCA_6830,1596,True
cg07978472,,13895,False
cg03784083,,73192,False
cg06906952,BRCA_21235,906,True
cg02332982,,15251,False
cg00107682,,4537,False
cg04361551,,65788,False
cg06072835,,46117,False
cg01423964,BRCA_9244,1423,True
cg06647068,,13208,False
cg05348366,,5262,False
cg03459809,,6903,False
cg07963234,BRCA_50402,1745,True
cg06276663,,101327,False
cg04495670,BRCA_131301,197,True
cg00699569,,30460,False
cg07778819,,15815,False
cg05689208,,86027,False
cg00008564,BRCA_69686,597,True
cg07136998,,5196,False
cg05056638,,112848,False
cg00293303,BRCA_136924,697,True
cg01240444,,2051,False
cg11703729,BRCA_116951,1435,True
cg00592643,,19997,False
cg03478249,,12890,False
cg01555614,,29928,False
cg06753086,,7857,False
cg04776357,,65008,False
cg01614237,BRCA_50474,195,True
cg09655666,BRCA_174456,882,True
cg03322161,,5379,False
cg10502354,,2633,False
cg03407747,,4342,False
cg07796002,,4196,False
cg06008926,,4015,False
cg01169559,,6139,False
cg06833564,BRCA_165355,400,True
cg06327407,,6347,False
cg04805181,,4883,False
cg04934382,,2333,False
cg04566512,BRCA_211465,360,True
cg04715503,,2536,False
cg07106761,,6823,False
cg04633225,BRCA_147485,1003,True
cg00779065,,2654,False
cg01841641,,8605,False
cg05687083,,4954,False
cg08836375,,22309,False
cg07876823,,23550,False
cg05227844,BRCA_83475,957,True
cg02667022,,7392,False
cg10646402,,47248,False
cg11091113,,3960,False
cg05468843,,12390,False
cg08935418,BRCA_92247,907,True
cg05639912,,2124,False
cg09825309,BRCA_146582,1704,True
cg08553437,,13932,False
cg08752433,,18169,False
cg08932440,,6033,False
cg07035145,,8995,False
cg10951380,BRCA_12194,732,True
cg10010103,,42906,False
cg08801479,BRCA_70342,1770,True
cg02698576,,20938,False
cg02863073,BRCA_194814,1830,True
cg06488775,,2020,False
cg02984430,,10637,False
cg06728232,BRCA_47515,1077,True
cg07268245,BRCA_104702,1101,True
cg07988171,BRCA_192078,795,True
cg02657245,,11057,False
cg07385694,,4459,False
cg11282650,BRCA_122898,1123,True
cg06746118,,9584,False
cg06948492,,2178,False
cg05347927,,40269,False
cg10249375,,4667,False
cg00376544,,3109,False
cg07216133,BRCA_67534,253,True
cg07748540,,29255,False
cg05453358,BRCA_96819,1898,True
cg08151292,,4947,False
cg11161597,,13809,False
cg07602841,BRCA_168532,5,True
cg01516005,,5788,False
cg02890044,,2458,False
cg10790181,,94972,False
cg00960781,,3086,False
cg06527318,BRCA_3076,1858,True
cg02534072,,2071,False
cg10689409,,13020,False
cg08095852,BRCA_56745,1473,True
cg00772192,,93552,False
cg09067459,BRCA_59322,518,True
cg02413040,BRCA_206364,478,True
cg09829636,,9356,False
cg07454481,,3464,False
cg03205103,,34219,False
cg09327714,,29327,False
cg04066147,BRCA_87347,876,True
cg02328332,,9048,False
cg07437373,,66029,False
cg09884213,,19643,False
cg08130307,BRCA_10557,1352,True
cg04569082,,4076,False
cg07123855,,2825,False
cg05347965,,27661,False
cg01049141,,18493,False
cg11010178,,10266,False
cg02149509,,5236,False
cg07918545,,3757,False
cg04757389,BRCA_189607,378,True
cg11703796,,8161,False
cg11413133,BRCA_173352,1137,True
cg03419885,BRCA_136100,1002,True
cg04728482,,2090,False
cg08907436,BRCA_80371,1053,True
cg08019384,,2013,False
cg01950845,,77167,False
cg06275635,,4764,False
cg02523270,,3612,False
cg07770968,BRCA_97424,751,True
cg10784386,,44907,False
cg06807928,,3565,False
cg03986017,,20276,False
cg01468567,,4454,False
cg07315010,,14452,False
cg10580293,,3481,False
cg03492327,,3407,False
cg07146531,,7104,False
cg01640635,BRCA_210276,127,True
cg09684557,,3944,False
cg00910015,,38437,False
cg05221748,,32049,False
cg10406414,,3944,False
cg11869773,,8557,False
cg10692693,BRCA_88679,143,True
cg01135546,BRCA_177608,582,True
cg07148167,BRCA_157505,544,True
cg01586959,,5192,False
cg11100465,,16983,False
cg03992096,,575248,False
cg08550523,,18857,False
cg02330501,,34273,False
cg11635053,,3348,False
cg10147075,,2441,False
cg06218079,BRCA_183530,76,True
cg01698298,BRCA_129079,1372,True
cg04075191,,309621,False
cg08165971,BRCA_36505,1802,True
cg09775238,,3573,False
cg04223424,BRCA_59467,181,True
cg01514490,BRCA_116430,1182,True
cg06325540,BRCA_164420,184,True
cg10631530,,7986,False
cg00865724,BRCA_192447,132,True
cg00397324,,14154,False
cg08742288,,8642,False
cg01105494,,40285,False
cg09735390,,6625,False
cg00548708,BRCA_177954,1937,True
cg09792204,,119357,False
cg06066587,,7121,False
cg05848579,BRCA_164453,961,True
cg00727675,BRCA_83920,4,True
cg05858079,,3661,False
cg07810733,,19569,False
cg00963378,BRCA_146990,1970,True
cg07537095,,3597,False
cg05463589,BRCA_170856,0,True
cg02372145,BRCA_93693,362,True
cg07222900,,2622,False
cg10024501,,3733,False
cg04972065,BRCA_141020,231,True
cg09196081,,51556,False
cg03683587,,31476,False
cg01890568,BRCA_174180,191,True
cg09167553,,51128,False
cg04052466,BRCA_188930,1992,True
cg05049329,,3114,False
cg09008705,,9974,False
cg05221057,BRCA_150799,288,True
cg06085985,BRCA_125556,147,True
cg02171545,,136656,False
cg08058894,BRCA_201016,955,True
cg05386493,,8142,False
cg01793704,,7597,False
cg04891688,,119671,False
cg07148716,,8129,False
cg10596451,,5755,False
cg11620672,BRCA_68803,413,True
cg06935979,,3843,False
cg01132696,,18493,False
cg04704198,BRCA_131581,929,True
cg05687660,,19318,False
cg08185808,,2027,False
cg04946749,BRCA_181900,234,True
cg06428163,,31257,False
cg01765249,,5919,False
cg09567439,,2192,False
cg11871421,,3237,False
cg10784511,,38168,False
cg09194364,,21003,False
cg04091563,,19530,False
cg05833067,,19062,False
cg09184832,,9838,False
cg05856896,,49552,False
cg01132407,,17916,False
cg03248767,BRCA_172299,803,True
cg09911521,BRCA_189681,76,True
cg10386483,,7421,False
cg06769296,,21282,False
cg03497652,BRCA_165392,444,True
cg10852875,,6761,False
cg03102442,,30407,False
cg11575912,BRCA_189681,74,True
cg02918910,,3622,False
cg04432319,,3365,False
cg07980148,,41547,False
cg06837778,,21638,False
cg09833911,BRCA_170852,115,True
cg11719576,,3947,False
cg06178563,,10624,False
cg03188948,,15473,False
cg07515196,BRCA_190755,590,True
cg03874542,BRCA_116540,1309,True
cg09135320,,79717,False
cg09804380,,2180,False
cg09365002,BRCA_70486,377,True
cg03290281,BRCA_66924,36,True
cg09486902,,48398,False
cg11498582,BRCA_69965,201,True
cg06974428,,6230,False
cg08372947,,3857,False
cg06524039,BRCA_88151,223,True
cg04478428,,45167,False
cg08788717,,11039,False
cg04021544,,3222,False
cg06047020,,70114,False
cg10086212,,21908,False
cg08696316,BRCA_107008,1161,True
cg02869444,,53814,False
cg09334277,,3673,False
cg08767838,BRCA_204002,59,True
cg03514351,BRCA_6964,605,True
cg03780701,BRCA_95735,735,True
cg03848381,,5750,False
cg08482694,,4305,False
cg05753693,,19332,False
cg07103618,,7288,False
cg07790615,,163132,False
cg07428136,BRCA_177681,408,True
cg02582587,,21003,False
cg00290974,BRCA_126377,1447,True
cg00464757,BRCA_50273,1959,True
cg10612452,,2438,False
cg07990843,,1413228,False
cg06182274,,2468,False
cg03653399,BRCA_106256,1256,True
cg06119923,,16312,False
cg06908244,,2920,False
cg04309093,,5782,False
cg06529756,,16384,False
cg07495363,,55824,False
cg01889169,BRCA_81938,862,True
cg02011074,,7405,False
cg03503642,,5600,False
cg07098566,BRCA_70486,185,True
cg02489094,BRCA_90362,959,True
cg09009111,BRCA_184427,337,True
cg00742851,,25279,False
cg02983451,,13554,False
cg00104845,,10306,False
cg07746943,,4909,False
cg11546137,,79523,False
cg00088797,,3058,False
cg07003030,,113115,False
cg01507200,,19445,False
cg10101773,,15679,False
cg08110542,,18574,False
cg04584301,,18078,False
cg03547924,BRCA_200047,186,True
cg10808195,,4190,False
cg04311496,,2408,False
cg04151220,,3830,False
cg10154971,,47413,False
cg00830401,BRCA_91805,858,True
cg10366093,,7654,False
cg10715223,,3770,False
cg02792168,BRCA_122682,1161,True
cg04540512,,22812,False
cg07274590,,2925,False
cg08806408,,17638,False
cg07366503,BRCA_19647,7,True
cg05166490,BRCA_96175,945,True
cg00753399,,8552,False
cg11009590,BRCA_79967,218,True
cg03983645,,25163,False
cg09490880,BRCA_51322,1929,True
cg10792302,,3228,False
cg01205267,,34323,False
cg00035636,BRCA_147059,209,True
cg10652393,,17821,False
cg04690927,,7803,False
cg07342322,BRCA_15388,1058,True
cg03217795,BRCA_166932,604,True
cg06390536,,7431,False
cg05548179,,10474,False
cg01159194,,6039,False
cg00806481,,35032,False
cg05090695,,2801,False
cg05473536,,5620,False
cg03991300,,2296,False
cg09835085,,7926,False
cg08708229,,30063,False
cg03329165,,8416,False
cg02554168,,241227,False
cg10281996,,2385,False
cg03517776,BRCA_26920,1285,True
cg09237133,BRCA_183469,45,True
cg02797871,,12004,False
cg02749784,,15168,False
cg10094886,BRCA_16659,74,True
cg10191210,BRCA_59463,51,True
cg00984146,,33427,False
cg11935153,,7648,False
cg03800922,,10242,False
cg04059454,,6849,False
cg11172693,,26812,False
cg08330217,,2304,False
cg05768427,BRCA_44622,1950,True
cg06685968,,6983,False
cg09501509,,4836,False
cg08015278,,23435,False
cg02532096,,6068,False
cg08985785,,2696,False
cg02846648,,248751,False
cg02634861,BRCA_1351,933,True
cg09324544,,20321,False
cg08030625,BRCA_166701,1469,True
cg09180171,,15333,False
cg10599900,,177258,False
cg11241436,BRCA_14878,794,True
cg04972566,BRCA_131265,218,True
cg05038216,,20870,False
cg04837025,,21966,False
cg07087130,,9772,False
cg04813876,,40508,False
cg02280532,,94672,False
cg03216846,BRCA_9938,458,True
cg01996116,,7075,False
cg05721751,,8363,False
cg01121022,,3439,False
cg10142436,BRCA_158364,831,True
cg06086731,BRCA_4597,187,True
cg11231042,,6682,False
cg10353108,,20152,False
cg04061117,,6424,False
cg09164108,BRCA_59473,407,True
cg06126225,BRCA_146650,689,True
cg05493580,,41184,False
cg09760963,,27269,False
cg11804775,,3918,False
cg10257049,,8531,False
cg01872024,,8876,False
cg00969119,,6888,False
cg10330955,,14902,False
cg00187692,,4312,False
cg03287574,BRCA_57556,67,True
cg10814005,,17497,False
cg02818143,,3145,False
cg08994045,BRCA_125863,674,True
cg00901687,BRCA_178137,272,True
cg03544320,BRCA_50402,1513,True
cg09463882,,65232,False
cg00335715,,13242,False
cg04344565,,2898,False
cg08544192,BRCA_45938,339,True
cg02943456,BRCA_94508,936,True
cg00840403,BRCA_169541,1870,True
cg09230905,BRCA_127632,225,True
cg00939682,,23730,False
cg09182678,BRCA_211853,1087,True
cg02670123,,22864,False
cg04014105,,16524,False
cg05512684,,9179,False
cg11835068,,3700,False
cg07141605,,18405,False
cg06530338,,7935,False
cg05268203,BRCA_30285,34,True
cg09077096,,5619,False
cg10634619,,3450,False
cg01377268,,2245,False
cg03396103,,8550,False
cg00839584,,38932,False
cg11018018,BRCA_119182,299,True
cg10334323,,9237,False
cg02700894,,19928,False
cg05707211,BRCA_94671,267,True
cg03405315,,11270,False
cg01283246,BRCA_63292,514,True
cg08146483,,12475,False
cg11914795,,42056,False
cg03900143,,102705,False
cg11433622,,16252,False
cg09015973,BRCA_31162,233,True
cg06117072,,24912,False
cg09363068,,8487,False
cg01461552,,82575,False
cg01040523,,3838,False
cg01315092,,20734,False
cg02881570,,8697,False
cg04149172,,3424,False
cg08802841,,8152,False
cg00986130,,108552,False
cg04883903,,4258,False
cg02744046,,10624,False
cg08725167,,6680,False
cg10716835,,115802,False
cg01942318,,198819,False
cg11243304,,3673,False
cg03961510,,7473,False
cg01626681,BRCA_190800,1312,True
cg05687686,,11377,False
cg00483304,BRCA_26951,386,True
cg09329936,BRCA_121480,284,True
cg10313385,BRCA_108222,38,True
cg02369450,BRCA_57564,1448,True
cg02933119,,9425,False
cg06100756,,7823,False
cg09734932,,5137,False
cg00027083,BRCA_184640,233,True
cg01097881,,7682,False
cg02245794,BRCA_95570,239,True
cg01046951,,2805,False
cg06419732,BRCA_16943,1929,True
cg00091953,,5110,False
cg11195360,,9993,False
cg07800208,,39735,False
cg08147563,,8767,False
cg05852568,,10613,False
cg04098866,,22838,False
cg02914422,BRCA_84459,1273,True
cg11537355,,48884,False
cg00710180,,5629,False
cg07142797,BRCA_119212,13,True
cg10043253,,17190,False
cg06009215,,41187,False
cg00686823,,6620,False
cg01075918,BRCA_184917,297,True
cg08013331,BRCA_141307,944,True
cg01720337,,16423,False
cg03191045,,5082,False
cg10680051,,4784,False
cg06902071,,3923,False
cg04865491,BRCA_199478,734,True
cg11179081,,15946,False
cg00089798,,3253,False
cg10471437,,3554,False
cg05449136,,3222,False
cg04937080,,12186,False
cg06124285,,4865,False
cg03361379,,6245,False
cg08684639,BRCA_56745,1180,True
cg09734837,,10601,False
cg06203364,BRCA_333,1646,True
cg07076175,,6655,False
cg11599864,BRCA_71293,622,True
cg06746274,,10691,False
cg03880173,,9342,False
cg03806095,,4688,False
cg10625020,,96209,False
cg02109484,BRCA_27956,44,True
cg11758945,BRCA_106578,506,True
cg06365270,,11965,False
cg07891531,,5763,False
cg02702515,,25610,False
cg03962421,BRCA_92144,373,True
cg09019154,,7554,False
cg03139377,,13969,False
cg04006323,,17381,False
cg06319822,,9725,False
cg03521774,BRCA_99712,1388,True
cg03296565,,22786,False
cg03479204,,26216,False
cg02983950,BRCA_4597,332,True
cg03629943,BRCA_122657,545,True
cg09368075,BRCA_34845,1240,True
cg03359337,BRCA_97683,1401,True
cg10476112,,2903,False
cg07892785,BRCA_39860,999,True
cg08276755,,53811,False
cg07385362,BRCA_164486,1061,True
cg06934974,,24456,False
cg02736288,,6152,False
cg09576143,BRCA_124638,1792,True
cg01672943,,2791,False
cg05338976,,12763,False
cg05594873,,46436,False
cg03242471,,3398,False
cg01384488,,812442,False
cg01517148,,109438,False
cg04554576,BRCA_34242,1804,True
cg10955669,,9375,False
cg07751287,BRCA_13307,615,True
cg09592244,,23768,False
cg06662976,,14342,False
cg07598549,,19063,False
cg11291081,,20752,False
cg00775863,,120895,False
cg06915470,BRCA_189436,159,True
cg09626054,,35840,False
cg01825295,,117325,False
cg02487987,,129809,False
cg08486180,,60930,False
cg07100532,BRCA_184360,292,True
cg07581732,,8903,False
cg04451579,,11177,False
cg00908408,BRCA_84684,1672,True
cg04143909,,4305,False
cg11062778,,2375,False
cg02526439,,47465,False
cg04305621,,5811,False
cg02415779,BRCA_207903,919,True
cg01541867,BRCA_110589,719,True
cg07342108,BRCA_16900,317,True
cg04819499,,10874,False
cg09404551,,8630,False
cg07201456,,11392,False
cg00738934,,6203,False
cg10218605,,3854,False
cg04582294,,19966,False
cg09420439,BRCA_83889,150,True
cg09866743,,75494,False
cg04510564,,9351,False
cg09560465,BRCA_84554,595,True
cg03790250,,3455,False
cg02227453,,112424,False
cg02333588,,2232,False
cg06836406,,7574,False
cg02943578,,9766,False
cg08962452,,2014,False
cg01303723,,813313,False
cg09027601,,13630,False
cg01490102,,53888,False
cg09844474,BRCA_70460,272,True
cg05385513,,17899,False
cg04209913,BRCA_59200,1303,True
cg05780864,BRCA_106019,817,True
cg01045337,,2233,False
cg11821068,,4785,False
cg07450292,,132864,False
cg09844805,,81386,False
cg07558472,,3606,False
cg02820836,,10102,False
cg11833968,,9924,False
cg09428340,BRCA_81167,515,True
cg07382554,BRCA_188128,477,True
cg08464402,,4651,False
cg05852143,,36164,False
cg09639725,,1113927,False
cg09133892,,10283,False
cg09313705,,42708,False
cg01517740,,4292,False
cg10880203,,2547,False
cg08934846,,2342,False
cg07180883,,21804,False
cg02560310,,21194,False
cg07756434,,23961,False
cg09808235,BRCA_454,552,True
cg00680081,,7493,False
cg05164181,,5343,False
cg01806972,BRCA_130216,682,True
cg05213296,BRCA_76605,1535,True
cg08120263,,19107,False
cg05718034,BRCA_799,893,True
cg07470207,,7126,False
cg05525743,,3172,False
cg00514609,,4894,False
cg04830440,,2406,False
cg02312409,,10134,False
cg02964396,,4098,False
cg02216246,,11596,False
cg09117448,,3727,False
cg02726898,,6458,False
cg06911354,,2802,False
cg04806150,,39322,False
cg10155432,,38640,False
cg05995220,,206278,False
cg11202686,,4312,False
cg01055386,,5153,False
cg10657250,,26285,False
cg08077673,,7253,False
cg02600085,,5079,False
cg00987461,,4640,False
cg04527868,BRCA_210998,496,True
cg10615414,,3501,False
cg03209812,BRCA_59474,60,True
cg02183671,BRCA_51082,1165,True
cg07684519,,14795,False
cg01790002,,5775,False
cg04225104,,16346,False
cg05042034,,4221,False
cg05686497,BRCA_62743,1183,True
cg11877251,,10518,False
cg10147797,,4496,False
cg08138685,,11765,False
cg10116893,,2400,False
cg11050612,BRCA_46060,235,True
cg04839131,,13077,False
cg07783183,,10328,False
cg03520938,,23075,False
cg09831620,,11937,False
cg00389463,BRCA_190406,1718,True
cg09142313,,15318,False
cg04168853,BRCA_194351,1568,True
cg10424417,,31952,False
cg08363339,BRCA_203573,228,True
cg11582018,,6382,False
cg08734740,BRCA_59676,345,True
cg08571859,,36140,False
cg02461341,BRCA_81285,353,True
cg05281894,,2178,False
cg03730474,,6349,False
cg05182265,BRCA_92142,1119,True
cg00827989,,19810,False
cg06934132,BRCA_50621,1864,True
cg03475665,,2881,False
cg03750034,,5747,False
cg04741118,BRCA_144060,657,True
cg07456629,,21021,False
cg01114088,,3723,False
cg09496385,,50142,False
cg07345934,BRCA_3906,1370,True
cg04253037,,2916,False
cg02520212,,32217,False
cg09510077,,5021,False
cg09662034,,32689,False
cg02400308,BRCA_65129,104,True
cg03190578,BRCA_38407,363,True
cg01012879,BRCA_21286,930,True
cg03951603,,3821,False
cg05909475,,2152,False
cg07054564,,2251,False
cg07010373,,14650,False
cg05477457,,7407,False
cg06192883,,4204,False
cg02639435,,2274,False
cg09047573,,24467,False
cg10820904,,5769,False
cg02874376,,3936,False
cg09399225,,4395,False
cg11936341,BRCA_66805,259,True
cg04100532,,27204,False
cg02681173,,61720,False
cg10400652,,5186,False
cg08272731,,12720,False
cg11215976,BRCA_20863,367,True
cg09567511,BRCA_50412,599,True
cg10377903,BRCA_122685,1119,True
cg01216369,BRCA_47515,1709,True
cg03811055,,4762,False
cg07877987,,84077,False
cg08325191,,969243,False
cg06557421,,11558,False
cg11601252,,8643,False
cg03651219,BRCA_116186,409,True
cg00577935,,36142,False
cg00601648,,5492,False
cg08253296,,4010,False
cg07894334,BRCA_25734,545,True
cg02656891,,47989,False
cg03921753,,3762,False
cg08446824,BRCA_50049,104,True
cg11282676,BRCA_69313,247,True
cg06636541,,14169,False
cg08666831,BRCA_196229,382,True
cg06570025,,66489,False
cg02770061,,17576,False
cg08533745,,6865,False
cg07916654,,1153862,False
cg05910443,BRCA_88679,170,True
cg01185766,,28269,False
cg09874333,,2535,False
cg09068528,,22539,False
cg06620390,,19345,False
cg05066096,,5779,False
cg01407254,,2670,False
cg02304092,,5873,False
cg04652282,,4079,False
cg11574975,,2561,False
cg07804289,,8382,False
cg04124626,,76907,False
cg07513950,,30622,False
cg03108070,,2972,False
cg10076479,,13085,False
cg03826594,,42135,False
cg08162976,,25734,False
cg06733903,BRCA_139383,394,True
cg01075271,,24970,False
cg09969277,,4383,False
cg06005876,BRCA_28374,1152,True
cg00404053,,2871,False
cg05551889,,10491,False
cg01783070,,3628,False
cg09923107,,56633,False
cg02432280,,33826,False
cg04511041,BRCA_63754,1658,True
cg01449756,,2512,False
cg04844038,,9408,False
cg00647859,BRCA_15161,405,True
cg08546589,,5553,False
cg01372071,,5602,False
cg08169949,,4811,False
cg00466268,,10382,False
cg03364108,BRCA_208554,1420,True
cg10635494,,13790,False
cg05784088,,22567,False
cg06793849,,50992,False
cg00582524,,17029,False
cg10316490,BRCA_15317,1429,True
cg00578614,,2826,False
cg07873290,BRCA_99326,115,True
cg11635839,,27300,False
cg04514123,BRCA_164682,111,True
cg11164649,BRCA_177772,196,True
cg07871590,,7250,False
cg10179315,BRCA_179684,152,True
cg05915293,BRCA_164682,176,True
cg06226675,,9512,False
cg07944863,BRCA_21037,965,True
cg08063051,BRCA_164493,26,True
cg01367992,BRCA_12448,1340,True
cg04911005,,5840,False
cg07638105,BRCA_40911,155,True
cg03340649,BRCA_40196,1452,True
cg07348009,,45993,False
cg05246522,,1290456,False
cg07682600,BRCA_66528,1962,True
cg00375608,,12328,False
cg05593641,,12114,False
cg09603829,BRCA_26109,301,True
cg01978558,BRCA_100394,1067,True
cg00363080,BRCA_115779,829,True
cg05308656,BRCA_36662,286,True
cg08680048,,2871,False
cg11202422,,10730,False
cg02206767,BRCA_172867,306,True
cg09259037,,8850,False
cg11305677,BRCA_52364,1828,True
cg06897442,,8073,False
cg01370241,,2786,False
cg00142266,,2681,False
cg02453013,BRCA_164446,146,True
cg11832722,,257576,False
cg03923561,,2833,False
cg01703246,BRCA_92470,117,True
cg08309529,,5185,False
cg03854765,,13516,False
cg06395652,,18550,False
cg07250758,,3055,False
cg09742643,,32046,False
cg08864344,,9380,False
cg01942863,,6256,False
cg06159352,BRCA_84784,961,True
cg03306486,BRCA_188736,1089,True
cg09876683,BRCA_57877,559,True
cg01708344,,59768,False
cg08159291,,4341,False
cg07015911,,64958,False
cg02595575,,3876,False
cg03796321,,24491,False
cg09439920,,4028,False
cg08382235,,2702,False
cg09806262,,56947,False
cg03421195,,8401,False
cg00584000,,4294,False
cg00202454,,47384,False
cg08567279,,16070,False
cg04008252,BRCA_52764,1122,True
cg03335136,,3409,False
cg05575054,,5332,False
cg03209642,BRCA_162657,1104,True
cg04740359,,8875,False
cg06176471,,10059,False
cg08148261,,7844,False
cg04068042,BRCA_78374,259,True
cg09085041,,26166,False
cg01530024,,59798,False
cg11903920,,12123,False
cg02160530,BRCA_168524,1238,True
cg10015974,,6046,False
cg01436998,BRCA_194332,220,True
cg04362211,,27066,False
cg11609156,,6156,False
cg11906829,BRCA_91150,304,True
cg02976588,,14330,False
cg05626376,BRCA_70294,1507,True
cg08415592,,10116,False
cg03091851,,5525,False
cg04777726,BRCA_196586,128,True
cg05306310,,2710,False
cg08390172,,173823,False
cg00026141,,79408,False
cg06617456,,3805,False
cg07507559,,46106,False
cg04636269,BRCA_174519,1586,True
cg09173378,,8950,False
cg10513702,,13275,False
cg10975798,BRCA_100593,196,True
cg06390643,BRCA_48461,291,True
cg00206063,BRCA_115948,112,True
cg06942183,,42824,False
cg05672569,,2929,False
cg11586570,,291726,False
cg08523384,,6107,False
cg04370314,,9590,False
cg06304401,,15673,False
cg03252313,,32839,False
cg06611115,,17469,False
cg04843688,,26920,False
cg00410106,,2256,False
cg01334432,,2342,False
cg07333715,,2274,False
cg05630016,,7205,False
cg03461110,,2788,False
cg10062803,,5560,False
cg07813249,,12890,False
cg06110701,,6803,False
cg07548607,,58707,False
cg03110300,,155818,False
cg01749725,,11961,False
cg10687219,,13999,False
cg09149648,BRCA_201171,173,True
cg00676536,BRCA_25055,1891,True
cg02512867,,23211,False
cg06954658,BRCA_188128,485,True
cg05484949,BRCA_174970,20,True
cg01272707,BRCA_69389,187,True
cg08528486,BRCA_150943,1174,True
cg03787088,,6978,False
cg00678050,BRCA_57011,284,True
cg09508289,BRCA_67188,185,True
cg09168501,,12694,False
cg06762750,,2437,False
cg00820405,,16166,False
cg09349604,,15311,False
cg04578774,,7312,False
cg09824603,,31034,False
cg01801610,,2035,False
cg07541744,,7945,False
cg10092108,,4548,False
cg11699435,,15143,False
cg06034127,,78082,False
cg09404689,,57475,False
cg04330597,,6952,False
cg03150753,,3416,False
cg08524803,,3448,False
cg08244085,,5244,False
cg07414525,,9483,False
cg04142296,BRCA_95628,119,True
cg03590420,,29939,False
cg09141450,,22135,False
cg08126203,BRCA_2286,1008,True
cg00368924,BRCA_92219,642,True
cg01996567,,5451,False
cg06510261,,3291,False
cg04208434,BRCA_44901,151,True
cg03074370,BRCA_196805,1119,True
cg05343073,,121423,False
cg03457781,,3699,False
cg08378830,,17118,False
cg00347757,BRCA_146993,662,True
cg05994094,,9155,False
cg07497941,BRCA_125641,1690,True
cg01236734,,3506,False
cg05663278,,8440,False
cg07531663,BRCA_96893,949,True
cg04674428,,103348,False
cg10767372,,6543,False
cg00921266,BRCA_83905,458,True
cg05327864,,187876,False
cg00880018,,5985,False
cg09378456,,10698,False
cg07783480,,146239,False
cg09017941,BRCA_19785,1001,True
cg11250941,,21853,False
cg03775163,BRCA_151009,1049,True
cg07241084,BRCA_85512,663,True
cg02079933,BRCA_13307,814,True
cg07352345,,4015,False
cg03735888,,344149,False
cg02802029,,19754,False
cg07910065,,11141,False
cg02980621,,15406,False
cg00731304,BRCA_68756,109,True
cg04747322,,11595,False
cg09753013,,13062,False
cg00718242,,4324,False
cg10633601,BRCA_5744,482,True
cg06899313,,4219,False
cg05297437,BRCA_203555,1794,True
cg05520409,,5008,False
cg04774930,,39012,False
cg08408740,,61058,False
cg07157893,BRCA_56329,1490,True
cg05120309,,8930,False
cg06962944,BRCA_201016,405,True
cg05928053,,5558,False
cg10902738,,2704,False
cg02455706,,5366,False
cg01551350,BRCA_12471,87,True
cg11895696,,14933,False
cg05624930,,8868,False
cg05831188,,42675,False
cg10448808,,9012,False
cg08878567,,8075,False
